,sublimations_0,sublimations_1,sublimations_2,sublimations_3,sublimations_4,sublimations_5,sublimations_6,sublimations_7,sublimations_8,sublimations_9,sublimations_10,sublimations_11
https://www.zenithwakfu.com/builder/yh4lw,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vuab5,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/o6bsp,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/xhmop,Cicatrisation II,Courage II,Courage II,Ravage II,Courage II,Cicatrisation II,,,Ravage II,Cicatrisation II,,
https://www.zenithwakfu.com/builder/jufcv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/saent,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/kipyt,,,,,,,,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/rtqpp,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/njbuu,,,Ecailles de lune I,,,Dérobade lente II,Expert des Parades II,,,,,
https://www.zenithwakfu.com/builder/b2mfk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/k6m8i,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/8iypy,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/rtmgx,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/sicgm,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/znrxj,,,,,,,,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/ganib,Poids Plume II,Sanguinolence III,Gel III,Influence lente III,Influence III,Influence III,Embuscade écartée III,Ravage III,Tellurisme III,Poids Plume II,Inflexibilité,Dernier instant
https://www.zenithwakfu.com/builder/1hkct,Cicatrisation III,Cicatrisation III,Abandon II,Vélocité II,Prétention III,Dérobade continue III,Force vitale II,Carapace II,Barrière Mêlée III,Abandon II,Pilier,Aplomb naturel
https://www.zenithwakfu.com/builder/t08el,Influence III,Influence III,,,,,,,,,,
https://www.zenithwakfu.com/builder/xvjkf,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/emb6s,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/emhpj,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/dxpgg,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/jaluj,,Solidité II,Théorie de la matière I,Théorie de la matière I,Barrière Mêlée I,,Longueur d'armure II,Longueur d'armure II,Barrière Distance I,Longueur d'armure II,,
https://www.zenithwakfu.com/builder/sfl13,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/twbtp,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/j7lgi,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/xtw5w,,Destruction II,,,,,Loup solitaire III,,Destruction II,,,
https://www.zenithwakfu.com/builder/z3d8o,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/femmj,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/zncr2,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/1thoc,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/yf9dx,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/y7img,Cicatrisation III,Précaution III,Apprêt III,Critique Berserk III,Critique Berserk III,Apprêt III,Cicatrisation III,Influence lente III,Ravage III,Barrière Mêlée III,Mesure III,Stasification
https://www.zenithwakfu.com/builder/9kj6b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/seimy,,,,,,,,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/9mv5o,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/z5feq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/pugcb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/r7q3c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/6fxdm,Influence lente I,Frénésie II,,Influence lente I,Préparation critique I,Ruine I,,,Ruine I,Ruine I,,
https://www.zenithwakfu.com/builder/ccfvj,Cicatrisation III,Ravage III,Force vitale II,Dévastation III,Poids Plume III,Cicatrisation III,Carapace II,Tolérance II,Ruine III,Ruine III,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/pia3y,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/zosuw,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ypiet,Volte-face II,Ravage II,Ravage II,Cicatrisation II,Cicatrisation II,Poids Plume II,Carapace II,,Cicatrisation II,Poids Plume II,,
https://www.zenithwakfu.com/builder/tbi6r,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/zuh5u,Influence III,Influence III,Influence du Wakfu II,Ravage secondaire II,Ravage secondaire II,Ravage secondaire II,Visibilité II,,,,,
https://www.zenithwakfu.com/builder/m0t6s,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/0i6sa,Apprêt III,Brûlure II,Critique Berserk II,Critique Berserk II,Temporisation II,Temporisation II,Brûlure II,Critique Berserk II,Apprêt III,Influence II,Brutalité,Directives
https://www.zenithwakfu.com/builder/s8zkv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/4shwb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/4uijo,Influence vitale III,Force légère III,Brûlure III,Expert des armes légères III,Influence III,Retour PA II,Expert des armes légères III,Puissance brute I,Influence du Wakfu II,Retour PA II,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/ddoz7,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vzv5s,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2wst7,Expert des armes légères III,Sauvegarde II,Influence du Wakfu II,Influence vitale III,Influence vitale III,Expert des armes légères III,Sauvegarde II,Influence III,Ravage III,Force vitale II,Brutalité,Pétillance
https://www.zenithwakfu.com/builder/wbyas,,Retour enflammé II,Carapace II,Ravage I,Ravage I,Contre-attaque I,Contre-attaque I,Ravage I,Ravage I,Contre-attaque I,,
https://www.zenithwakfu.com/builder/qspqv,Carapace II,,,,Ravage I,,,,Ravage III,,,
https://www.zenithwakfu.com/builder/rgqkn,Cicatrisation III,Brûlure III,Courage III,Embuscade III,Ravage III,Cicatrisation III,Précaution III,Embuscade III,Puissance brute III,Courage III,Concentration Elémentaire,Energie ancestrale
https://www.zenithwakfu.com/builder/kedqm,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/9tdse,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gzzxc,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ne42f,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2mwfb,Vivacité I,Vivacité I,,,,,,,,,,
https://www.zenithwakfu.com/builder/w89i3,Ventilation II,Ventilation II,,Ruine III,,,,,Ruine III,,,
https://www.zenithwakfu.com/builder/4hnt0,,,,,,,,,,,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/qf0ed,Influence du Wakfu II,Brûlure III,Force vitale II,Ravage III,Influence vitale III,Influence vitale III,Dévastation III,Stupéfaction III,Agilité vitale II,Puissance brute III,Mesure III,Lunatique
https://www.zenithwakfu.com/builder/hb2ua,Acribie III,Influence lente III,Sauvegarde II,Influence III,Force vitale II,Acribie III,Gel III,Agilité vitale II,Influence III,Influence vitale III,,
https://www.zenithwakfu.com/builder/rhbtf,Critique Berserk III,Brûlure III,Vivacité I,Stupéfaction III,Retour PA II,Influence du Wakfu II,Retour PA II,Puissance brute III,Vivacité I,Critique Berserk III,Mesure III,Lunatique
https://www.zenithwakfu.com/builder/l4tto,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/4ccwd,Longueur d'armure III,Longueur d'armure III,Enveloppe rocheuse III,Enveloppe rocheuse III,Allocentrisme III,Courage III,Courage III,Revigoration III,Vélocité II,Tolérance II,,
https://www.zenithwakfu.com/builder/5p6ew,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/6i4ik,Cicatrisation III,Abandon II,Secret de la vie II,Abandon II,Enveloppe rocheuse II,Cicatrisation III,Enveloppe rocheuse II,Enveloppe rocheuse II,Allocentrisme II,Carapace II,,
https://www.zenithwakfu.com/builder/s2xpu,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/hoqqn,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/zkn2l,Expert des armes légères III,Force vitale II,Brûlure III,Influence vitale III,Influence vitale III,Ravage III,Dévastation I,Puissance brute I,Influence du Wakfu II,Expert des armes légères III,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/8mvsv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/1dobr,Puits de Vitalité III,Dernier souffle III,Dernier souffle III,Embuscade III,Contre-attaque III,Cicatrisation III,Cicatrisation III,Embuscade III,Contre-attaque III,Puits de Vitalité III,Maniement : Bouclier,Aura de Flammes
https://www.zenithwakfu.com/builder/sahco,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3pd5z,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5xfmf,Dévastation I,Verrouillage III,Ravage II,Ravage II,Verrouillage III,Poids Plume II,Carapace II,Poids Plume I,Poids Plume I,Constance II,,
https://www.zenithwakfu.com/builder/c7cyp,Cicatrisation III,Influence du Wakfu II,Force vitale II,Influence III,Cicatrisation III,Vélocité II,Intégrité II,Carapace II,Ravage III,Influence III,Abnégation,Sentinelle
https://www.zenithwakfu.com/builder/dp6kn,Ruine III,,,,Ruine III,,,,,,,
https://www.zenithwakfu.com/builder/gbbzz,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/7qu05,Neutralité II,Neutralité II,Ambition II,Ambition II,Ambition II,Influence II,Influence II,Influence II,,,,
https://www.zenithwakfu.com/builder/6xi3n,Poids Plume II,Poids Plume II,Carapace II,Influence II,Influence II,Influence II,Sauvegarde du Wakfu II,Ravage III,Armure lourde II,Force vitale II,Inflexibilité,Aplomb naturel
https://www.zenithwakfu.com/builder/pdhuh,Carapace II,,,,,,,,,,,
https://www.zenithwakfu.com/builder/tsifv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/aqrvq,Cicatrisation III,Influence du Wakfu II,Force vitale II,Influence III,Cicatrisation III,Vélocité II,Intégrité II,Carapace II,Ravage III,Influence III,Abnégation,Sentinelle
https://www.zenithwakfu.com/builder/jr9f5,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/nbryb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/zpmgg,,,,,,,,,,,Constance II,Aura de Flammes
https://www.zenithwakfu.com/builder/j6gue,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/dpved,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/f6bzo,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ffmsr,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/88p3j,Carapace II,Embuscade écartée III,Embuscade écartée III,Influence III,Influence III,Sanguinolence III,Poids Plume III,Influence lente III,Ravage III,Gel III,Anatomie,Energie ancestrale
https://www.zenithwakfu.com/builder/xqlyr,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/hybal,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/el6eo,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/w6hnf,Influence du Wakfu I,Influence du Wakfu I,Influence vitale I,Influence vitale I,Influence vitale I,Influence vitale I,Influence vitale I,Influence vitale I,Influence I,Influence I,,
https://www.zenithwakfu.com/builder/zthja,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2ts7i,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/goxmf,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/dsqhc,,,,,,,,,,,,Distribution
https://www.zenithwakfu.com/builder/4vfg0,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/mlshr,Sauvegarde II,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d0vrk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ffpyu,Carapace II,Embuscade écartée III,Embuscade écartée III,Influence III,Influence III,Sanguinolence III,Poids Plume III,Influence lente III,Ravage III,Gel III,Anatomie,Energie ancestrale
https://www.zenithwakfu.com/builder/ve6k8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gt6ui,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/u1kdr,,Influence du Wakfu II,,,,,,,Neutralité III,Retour PA II,Dénouement,
https://www.zenithwakfu.com/builder/gzhny,Abandon II,Abandon II,Abandon II,Ambition III,Ambition III,Ruine III,Neutralité II,Influence III,Neutralité II,Ruine III,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/4bjiq,Influence III,Influence III,,,,,,,,,,
https://www.zenithwakfu.com/builder/lp7fh,,Expert des armes légères III,Expert des armes légères III,,,,,,,,,
https://www.zenithwakfu.com/builder/u1ugk,Carapace II,Embuscade écartée III,Embuscade écartée III,Influence III,Influence III,Sanguinolence III,Poids Plume III,Ravage III,Gel III,Anatomie,Energie ancestrale,
https://www.zenithwakfu.com/builder/y8udr,Carapace II,Embuscade écartée III,Embuscade écartée III,Influence III,Influence III,Sanguinolence III,Poids Plume III,Influence lente III,Ravage III,Gel III,Anatomie,Energie ancestrale
https://www.zenithwakfu.com/builder/1vnjy,Carapace II,Embuscade écartée III,Embuscade écartée III,Influence III,Influence III,Sanguinolence III,Poids Plume III,Influence lente III,Ravage III,Gel III,Anatomie,Energie ancestrale
https://www.zenithwakfu.com/builder/wgyt9,Carapace II,Embuscade écartée III,Embuscade écartée III,Influence III,Influence III,Sanguinolence III,Poids Plume III,Influence lente III,Ravage III,Gel III,Anatomie,Energie ancestrale
https://www.zenithwakfu.com/builder/5ismy,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/cafmr,Cicatrisation III,Cicatrisation III,Influence III,Précaution III,Critique Berserk III,Brûlure III,Embuscade III,Embuscade III,Critique Berserk III,Ravage III,Concentration Elémentaire,Par-delà la barrière
https://www.zenithwakfu.com/builder/pznpq,Carnage III,Carnage III,Expert des armes légères III,Ambition III,Ambition III,Expert des armes légères III,Neutralité III,Neutralité III,Abandon II,Abandon II,,
https://www.zenithwakfu.com/builder/lxghq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/syoud,,,Carapace II,,,,,,,,,
https://www.zenithwakfu.com/builder/pwdjb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/uat2a,Ravage II,Puissance brute I,Gel II,Influence III,Influence III,Brûlure II,Gel II,Ravage II,Brûlure II,Brûlure secondaire III,Concentration Elémentaire,Par-delà la barrière
https://www.zenithwakfu.com/builder/pm3tq,Ventilation III,Ténacité II,Ventilation III,,,Parade offensive II,Embuscade III,Embuscade III,Wakfu Berserk III,Wakfu Berserk III,,
https://www.zenithwakfu.com/builder/f4wj1,,,Carapace II,,,,,,,,,
https://www.zenithwakfu.com/builder/edgqz,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/0lprb,Poids Plume II,Poids Plume II,Carapace II,Force vitale II,Influence du Wakfu II,Influence lente III,Brûlure III,Ravage III,Tellurisme III,Puissance brute III,Maniement : Deux mains,Brasero
https://www.zenithwakfu.com/builder/jkiwz,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/qvpqq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3ajmb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ugdn4,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/kcd1p,Puissance brute I,Verrouillage III,Influence III,Influence vitale III,Force vitale II,Verrouillage III,Dimensionnalité II,Ravage III,Carnage III,Influence III,Elémentalisme,Directives
https://www.zenithwakfu.com/builder/g4bov,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/9qxi1,Consolation critique III,Force légère III,Tellurisme secondaire II,Influence III,Influence III,Poids Plume III,Tellurisme secondaire II,Force légère III,Brûlure secondaire III,Brûlure III,Dénouement,Alternance
https://www.zenithwakfu.com/builder/ezgm2,Courage III,Altruisme III,Altruisme III,Ravage III,Enveloppe rocheuse III,Expert des armes légères III,Evasion III,,Visibilité II,Courage III,Abnégation,Distribution
https://www.zenithwakfu.com/builder/acpkm,,,Vélocité I,,Solidité II,Vélocité I,,,Barrière Distance II,Barrière Mêlée II,Santé de fer,Empressement
https://www.zenithwakfu.com/builder/8mste,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/9jqnw,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/7pmlc,Carapace II,Embuscade écartée III,Influence III,Embuscade écartée III,Tolérance II,Influence lente III,Poids Plume III,Gel secondaire III,Sanguinolence III,Ravage III,Inflexibilité,Par-delà la barrière
https://www.zenithwakfu.com/builder/kcshb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/yc3s5,Poids Plume III,Influence III,Influence lente III,Influence du Wakfu II,Frénésie II,Evasion III,Poids Plume III,Embuscade écartée III,Agilité vitale II,Influence III,,
https://www.zenithwakfu.com/builder/lmtc9,Influence III,Influence du Wakfu II,,Influence III,,Influence lente III,,Puissance brute I,,,,
https://www.zenithwakfu.com/builder/pv32z,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/zbzai,Expert des armes légères III,Sauvegarde II,Courage III,Force vitale II,Courage III,Force légère III,Force légère III,Sauvegarde II,Ravage III,Expert des armes légères III,Brutalité,Pétillance
https://www.zenithwakfu.com/builder/fsb6d,Sanguinolence III,Embuscade écartée III,Carapace II,Tolérance II,Embuscade écartée III,Influence lente III,Poids Plume III,Influence III,Influence III,Ravage III,Inflexibilité,Energie ancestrale
https://www.zenithwakfu.com/builder/0mp8c,Critique Berserk III,Critique Berserk III,Expert des armes légères III,Armure lourde II,Expert des armes légères III,Représailles III,Influence du Wakfu II,Carapace sanguine III,Brûlure III,Carapace sanguine III,Furie,
https://www.zenithwakfu.com/builder/oxssx,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/jfyrx,Ruine III,Ruine III,Ravage III,Valeur ajoutée III,Ventilation III,Courage III,Carapace II,Poids Plume II,Poids Plume II,Ruine cyclique II,Concentration Elémentaire,Stasification
https://www.zenithwakfu.com/builder/6yvoq,Influence III,Ruine cyclique II,Force vitale II,Ravage III,Influence III,Poids Plume III,Influence lente III,Dévastation III,Ruine III,Ruine III,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/bj1mg,Embuscade écartée III,Embuscade écartée III,Embuscade III,Force vitale II,Influence III,Préparation critique III,Embuscade III,Gel III,Tellurisme III,Ravage III,Démesuré,Par-delà la barrière
https://www.zenithwakfu.com/builder/pvyzr,Cicatrisation III,Influence III,Carapace II,Cicatrisation III,,Vélocité II,Influence du Wakfu II,Secret de la vie II,Tolérance II,Influence lente III,Engagement,Distribution
https://www.zenithwakfu.com/builder/mv8ub,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/drcpi,Sauvegarde II,Influence vitale III,Sauvegarde II,Force vitale II,Influence vitale III,Armure lourde II,Wakfu Berserk III,Influence III,Puissance brute II,Influence III,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/cwgi7,Brûlure III,Visibilité II,Force vitale II,Dérobade continue III,Tellurisme III,Puissance brute III,Dévastation III,Ravage III,Acribie III,Acribie III,Démesuré,Par-delà la barrière
https://www.zenithwakfu.com/builder/rzkhb,Poids Plume III,Profit II,Gel III,Influence lente III,Influence III,Sanguinolence III,Carapace II,Ravage III,Destruction III,Influence III,Anatomie,Par-delà la barrière
https://www.zenithwakfu.com/builder/qkt7p,Poids Plume III,Profit II,Destruction III,Influence III,Influence lente III,Sanguinolence III,Carapace II,Ravage III,Puissance brute III,Influence III,Inflexibilité,Par-delà la barrière
https://www.zenithwakfu.com/builder/6xiew,Sanguinolence III,Embuscade écartée III,Carapace II,Tolérance II,Embuscade écartée III,Influence lente III,Poids Plume III,Influence III,Influence III,Ravage III,Inflexibilité,Par-delà la barrière
https://www.zenithwakfu.com/builder/2yllk,Ruine III,Ruine III,Ravage III,Ruine cyclique II,Valeur ajoutée III,Courage III,Carapace II,Poids Plume II,Poids Plume II,Ventilation III,Concentration Elémentaire,Stasification
